order_id;product_id;unitprice;quantity;customer_id;orderdate;employee_id;deliverydate
13162;0;259,99;54;155;2019-04-07;3;2019-04-08
10237;4;822,35;59;180;2019-03-17;6;2019-03-18
13095;19;512,23;57;180;2019-07-12;6;2019-07-13
10794;9;379,59;19;77;2019-08-13;7;2019-08-14
10769;20;304,04;100;11;2019-07-03;4;2019-07-04
13394;16;427,11;95;46;2020-02-08;7;2020-02-09
14558;19;236,85;40;68;2020-03-08;4;2020-03-09
14889;16;112,58;40;16;2019-06-09;6;2019-06-10
10790;17;729,7;16;151;2019-05-12;9;2019-05-13
10873;15;364,25;40;1;2021-02-06;5;2021-02-07
12001;6;656,13;19;184;2021-01-06;1;2021-01-07
13350;1;639,41;48;53;2019-04-17;1;2019-04-18
11632;2;747,16;60;137;2019-01-28;10;2019-01-29
12431;15;759,37;8;53;2021-07-16;1;2021-07-17
12216;11;548,59;7;136;2019-01-01;7;2019-01-02
10113;5;248,31;53;77;2021-04-23;4;2021-04-24
13573;11;775,81;53;98;2021-09-11;2;2021-09-12
10562;12;551,43;14;117;2020-10-12;4;2020-10-13
14539;13;1081,32;73;12;2019-05-05;4;2019-05-06
12590;8;668,0;84;69;2021-05-27;3;2021-05-28
12706;11;199,22;10;121;2021-08-24;4;2021-08-25
12071;9;684,07;21;161;2021-07-25;2;2021-07-26
11651;16;916,48;40;113;2020-01-23;10;2020-01-24
10145;19;225,81;20;152;2020-03-12;4;2020-03-13
13967;6;679,97;54;179;2020-11-20;5;2020-11-21
10187;3;923,91;19;122;2020-12-02;2;2020-12-03
12394;7;614,89;43;68;2020-04-27;8;2020-04-28
12462;20;1023,71;90;72;2019-08-10;10;2019-08-11
10018;14;354,49;31;40;2021-10-19;3;2021-10-20
10835;10;821,72;8;160;2021-10-31;5;2021-11-01
14029;3;652,62;74;48;2020-08-02;8;2020-08-03
14986;12;907,97;89;99;2020-12-04;8;2020-12-05
11189;20;1028,52;99;154;2019-10-25;1;2019-10-26
14402;1;786,85;29;15;2019-07-16;4;2019-07-17
11281;4;134,87;21;25;2021-01-20;6;2021-01-21
13691;1;838,44;84;10;2021-04-14;3;2021-04-15
12667;7;1155,57;13;101;2020-08-26;3;2020-08-27
14224;3;1050,3;7;42;2021-03-04;9;2021-03-05
10741;9;194,82;28;26;2021-05-15;1;2021-05-16
13136;7;31,81;79;92;2019-04-29;9;2019-04-30
11850;18;173,35;36;78;2021-03-12;1;2021-03-13
13604;3;510,51;80;70;2019-08-26;2;2019-08-27
14857;12;836,98;16;187;2021-05-26;4;2021-05-27
14866;6;242,65;66;90;2021-11-22;8;2021-11-23
12314;3;1212,13;75;164;2020-01-19;9;2020-01-20
13507;2;1083,1;88;109;2020-11-14;8;2020-11-15
13502;2;812,01;64;146;2019-08-05;5;2019-08-06
10179;3;974,91;56;6;2021-03-10;3;2021-03-11
12656;0;759,92;81;116;2019-09-19;6;2019-09-20
14632;11;953,34;46;186;2019-08-27;8;2019-08-28
11167;13;811,04;26;135;2021-02-25;7;2021-02-26
13207;11;430,19;83;122;2020-01-31;10;2020-02-01
13443;14;910,62;66;34;2021-02-02;2;2021-02-03
11288;4;1244,68;26;150;2021-02-03;7;2021-02-04
13229;5;731,06;27;180;2019-12-18;4;2019-12-19
10618;6;715,08;14;21;2019-12-17;10;2019-12-18
12644;2;1076,0;81;193;2020-10-22;1;2020-10-23
14216;5;769,9;73;3;2020-11-13;1;2020-11-14
14052;2;310,89;79;82;2019-01-28;7;2019-01-29
10510;2;575,65;1;172;2021-04-19;5;2021-04-20
13694;0;171,57;90;104;2019-06-21;1;2019-06-22
12348;1;1055,52;4;183;2020-10-05;4;2020-10-06
11829;14;689,17;23;187;2019-03-04;8;2019-03-05
13279;15;804,79;60;177;2019-07-16;1;2019-07-17
13411;12;644,0;93;121;2019-05-31;7;2019-06-01
14950;3;1002,05;55;115;2020-10-07;2;2020-10-08
10729;4;192,45;15;83;2019-12-09;4;2019-12-10
12300;13;191,12;15;182;2019-07-31;10;2019-08-01
11276;16;524,18;82;81;2018-12-29;6;2018-12-30
13970;19;1037,06;78;151;2021-06-30;9;2021-07-01
14471;14;473,29;7;141;2020-11-03;6;2020-11-04
14029;8;789,65;93;12;2020-04-08;7;2020-04-09
14415;0;301,51;1;50;2020-09-12;7;2020-09-13
11286;3;31,14;2;126;2019-10-09;2;2019-10-10
12215;9;558,22;19;114;2019-04-06;1;2019-04-07
14539;14;260,47;19;42;2020-09-28;1;2020-09-29
11420;0;1060,1;57;184;2021-09-07;5;2021-09-08
10802;6;380,2;80;45;2019-08-24;4;2019-08-25
12682;5;1162,3;41;182;2019-01-27;8;2019-01-28
13356;2;317,48;34;132;2019-07-17;6;2019-07-18
12496;6;914,21;49;64;2019-02-16;2;2019-02-17
12832;2;628,14;49;101;2021-11-19;6;2021-11-20
11496;5;640,51;10;129;2018-12-29;5;2018-12-30
10433;18;827,08;20;137;2019-02-11;5;2019-02-12
14597;11;758,24;8;1;2020-11-18;2;2020-11-19
11583;13;1215,17;72;107;2019-10-10;9;2019-10-11
13630;19;1180,31;87;150;2020-06-18;7;2020-06-19
12908;15;751,87;88;33;2020-07-07;2;2020-07-08
10501;5;1160,27;10;23;2020-01-15;2;2020-01-16
10026;16;453,98;25;172;2019-12-09;5;2019-12-10
12707;16;1059,01;96;1;2021-05-10;4;2021-05-11
11886;16;976,13;7;54;2019-01-26;9;2019-01-27
12117;20;389,99;3;54;2019-08-09;9;2019-08-10
10536;0;878,89;71;160;2020-10-28;1;2020-10-29
14202;15;373,89;71;82;2019-07-09;9;2019-07-10
13794;10;1147,83;31;13;2019-04-06;6;2019-04-07
11665;9;484,86;54;155;2019-05-08;5;2019-05-09
12752;0;682,8;48;126;2020-03-08;8;2020-03-09
14724;18;529,38;54;110;2021-05-07;6;2021-05-08
14154;7;913,15;50;146;2021-11-09;9;2021-11-10
13626;17;861,14;73;19;2021-06-29;3;2021-06-30
14545;9;860,96;25;40;2019-08-08;9;2019-08-09
10838;17;1046,36;72;84;2019-08-13;5;2019-08-14
14289;12;69,97;40;43;2021-11-20;9;2021-11-21
13699;2;509,38;94;131;2019-07-19;5;2019-07-20
14294;7;1002,98;27;14;2020-11-02;9;2020-11-03
12289;20;1051,93;96;83;2021-02-27;7;2021-02-28
13918;10;677,23;22;64;2021-08-10;3;2021-08-11
12375;10;1076,99;31;41;2021-07-29;6;2021-07-30
10807;18;27,81;78;22;2020-07-02;1;2020-07-03
12900;6;901,24;32;180;2019-01-07;4;2019-01-08
13902;7;934,91;16;52;2020-07-02;10;2020-07-03
12049;9;382,89;46;172;2019-01-10;10;2019-01-11
11731;3;1109,27;31;130;2021-07-11;10;2021-07-12
10462;14;331,74;3;138;2020-12-03;10;2020-12-04
10214;4;361,62;97;181;2021-10-27;10;2021-10-28
12730;2;1062,34;30;160;2021-06-25;10;2021-06-26
12686;20;206,53;14;170;2020-04-14;3;2020-04-15
10933;7;921,12;9;54;2021-03-21;7;2021-03-22
12171;13;445,76;23;151;2020-03-07;9;2020-03-08
14392;12;923,75;78;19;2021-07-02;6;2021-07-03
14338;15;1118,78;68;165;2019-10-26;2;2019-10-27
10284;3;785,78;81;170;2020-11-25;4;2020-11-26
10452;12;1021,2;28;95;2019-04-13;10;2019-04-14
10154;6;1244,44;12;107;2019-09-06;1;2019-09-07
11605;13;480,69;55;199;2020-02-12;3;2020-02-13
10681;0;1064,35;8;141;2021-01-18;6;2021-01-19
11788;3;52,02;2;46;2020-12-25;3;2020-12-26
14811;10;709,23;40;4;2019-06-30;9;2019-07-01
10458;4;653,0;5;49;2020-06-24;4;2020-06-25
11745;19;875,16;59;32;2021-02-19;7;2021-02-20
12262;18;184,97;7;176;2021-08-27;6;2021-08-28
12473;14;965,06;67;109;2019-06-19;2;2019-06-20
10817;14;367,44;27;65;2021-01-12;5;2021-01-13
12652;7;378,3;25;149;2019-02-14;4;2019-02-15
14669;13;92,96;80;146;2020-09-27;4;2020-09-28
13815;3;1199,71;64;118;2021-03-09;2;2021-03-10
10109;13;981,8;3;96;2020-09-15;3;2020-09-16
12821;13;609,16;42;15;2020-11-15;10;2020-11-16
10033;17;29,31;99;72;2021-08-19;9;2021-08-20
11844;10;459,1;43;45;2021-10-22;5;2021-10-23
13786;3;144,65;93;103;2019-06-08;4;2019-06-09
13011;19;1189,57;86;86;2019-07-29;4;2019-07-30
14747;1;59,09;93;31;2019-09-14;9;2019-09-15
11951;4;62,95;94;59;2021-02-20;2;2021-02-21
12435;3;46,21;89;198;2021-10-20;4;2021-10-21
14626;17;27,34;28;152;2020-01-11;6;2020-01-12
11710;5;21,85;73;174;2019-12-01;3;2019-12-02
10738;18;206,9;60;35;2020-02-22;4;2020-02-23
12021;15;224,24;68;21;2019-11-25;9;2019-11-26
12149;18;1192,11;75;35;2021-01-03;8;2021-01-04
11493;14;239,7;41;125;2019-03-21;3;2019-03-22
10473;13;24,19;39;36;2019-11-01;6;2019-11-02
12693;12;802,21;39;5;2019-06-22;8;2019-06-23
12327;10;440,96;84;93;2019-01-28;3;2019-01-29
12892;18;762,43;42;140;2020-03-07;3;2020-03-08
14304;5;1137,75;36;167;2019-05-02;1;2019-05-03
14640;13;495,75;91;37;2019-05-19;10;2019-05-20
14238;0;521,0;26;113;2019-11-01;3;2019-11-02
13506;16;418,31;77;35;2019-08-09;3;2019-08-10
11946;20;899,07;99;192;2021-02-08;8;2021-02-09
12398;0;238,22;22;106;2019-06-01;2;2019-06-02
12373;15;93,25;15;88;2019-07-16;7;2019-07-17
13237;3;1161,76;32;45;2021-04-26;6;2021-04-27
13747;17;838,45;54;55;2020-07-24;4;2020-07-25
12581;19;997,68;6;81;2019-03-29;1;2019-03-30
11935;7;612,93;78;77;2020-06-10;4;2020-06-11
14288;17;887,79;84;117;2019-09-15;7;2019-09-16
11133;12;731,85;96;127;2019-09-07;2;2019-09-08
14169;20;516,27;93;25;2020-03-12;9;2020-03-13
13096;16;452,94;38;126;2019-06-16;2;2019-06-17
10499;14;1068,9;4;148;2021-02-25;2;2021-02-26
10560;19;382,05;58;26;2021-05-20;4;2021-05-21
12936;4;426,9;59;80;2021-04-02;3;2021-04-03
12389;4;752,84;3;19;2021-01-07;10;2021-01-08
13588;2;578,03;3;148;2020-01-03;9;2020-01-04
13912;0;1073,0;85;153;2019-01-13;8;2019-01-14
13261;5;323,98;7;166;2019-12-12;2;2019-12-13
14007;19;35,82;69;145;2020-03-01;10;2020-03-02
11843;1;110,11;56;58;2021-09-12;2;2021-09-13
13832;14;639,72;84;87;2021-04-20;2;2021-04-21
11337;1;1225,56;24;67;2021-10-13;1;2021-10-14
10810;15;282,78;30;163;2021-01-05;5;2021-01-06
12341;6;486,12;81;191;2020-06-01;5;2020-06-02
11462;6;626,54;20;161;2021-03-03;5;2021-03-04
14669;20;494,51;40;87;2019-05-26;9;2019-05-27
11412;3;526,59;48;155;2021-03-12;6;2021-03-13
10738;11;854,81;86;132;2019-01-28;2;2019-01-29
13847;18;454,89;66;43;2019-05-03;8;2019-05-04
12873;5;538,01;76;4;2020-10-18;3;2020-10-19
12576;2;615,38;83;143;2019-02-17;4;2019-02-18
12226;15;995,4;52;51;2019-07-24;10;2019-07-25
13241;13;865,93;92;171;2020-10-24;10;2020-10-25
10301;0;511,13;39;146;2020-12-15;3;2020-12-16
14795;14;932,45;81;142;2021-05-14;4;2021-05-15
11495;18;201,78;78;83;2021-03-29;8;2021-03-30
13948;20;283,37;44;38;2018-12-11;9;2018-12-12
10443;13;902,48;9;116;2019-03-04;7;2019-03-05
12315;0;1147,35;31;69;2020-08-22;7;2020-08-23
13978;15;1190,35;92;14;2021-05-10;10;2021-05-11
11549;10;731,81;41;146;2021-10-14;5;2021-10-15
14963;0;1012,27;5;91;2020-07-16;4;2020-07-17
11284;0;963,76;16;132;2019-03-26;5;2019-03-27
11893;3;164,7;56;171;2020-08-23;3;2020-08-24
12834;12;80,2;4;180;2018-12-26;9;2018-12-27
12089;11;31,61;21;107;2021-03-10;9;2021-03-11
14487;15;91,59;61;149;2020-11-22;1;2020-11-23
12138;20;958,5;54;144;2021-09-29;1;2021-09-30
13957;1;916,68;19;98;2020-02-29;5;2020-03-01
14201;1;213,92;30;59;2020-01-22;4;2020-01-23
13124;19;1036,21;6;157;2020-04-19;7;2020-04-20
11191;11;1210,09;99;35;2021-09-19;10;2021-09-20
10597;5;144,57;52;113;2021-04-13;5;2021-04-14
13432;8;677,9;12;102;2019-03-05;1;2019-03-06
10140;12;1185,28;19;158;2021-06-22;5;2021-06-23
14158;18;371,38;25;156;2021-04-16;2;2021-04-17
11767;16;498,91;2;45;2019-04-25;2;2019-04-26
10247;12;918,98;82;185;2019-12-13;2;2019-12-14
11011;18;464,21;27;200;2021-01-25;8;2021-01-26
13088;8;788,62;71;45;2020-06-12;3;2020-06-13
11699;5;340,86;40;115;2021-05-23;6;2021-05-24
10903;8;636,63;51;138;2019-07-04;10;2019-07-05
14961;7;423,6;48;4;2021-06-09;7;2021-06-10
10001;3;1038,16;64;69;2019-11-05;8;2019-11-06
11794;7;734,89;47;182;2019-09-24;4;2019-09-25
12042;7;1066,58;38;113;2019-03-08;3;2019-03-09
11215;12;1220,03;35;58;2019-10-04;5;2019-10-05
13577;18;1010,25;48;155;2018-12-12;2;2018-12-13
11658;6;954,04;53;112;2021-03-23;6;2021-03-24
11497;14;1152,11;16;46;2020-03-15;2;2020-03-16
10962;17;411,9;20;195;2019-07-11;9;2019-07-12
14781;15;568,77;3;193;2020-04-19;5;2020-04-20
11845;12;416,75;36;5;2020-11-24;4;2020-11-25
10336;16;1178,34;56;176;2021-02-12;4;2021-02-13
14035;9;980,02;38;103;2020-03-01;4;2020-03-02
10496;7;663,47;48;77;2019-01-26;10;2019-01-27
14178;1;1177,89;93;147;2020-02-09;8;2020-02-10
13080;8;602,55;34;186;2021-11-01;5;2021-11-02
10163;6;1131,96;34;98;2020-02-03;5;2020-02-04
14695;19;1199,21;42;39;2020-01-05;4;2020-01-06
14188;11;693,23;90;53;2021-05-13;5;2021-05-14
13980;17;752,85;22;101;2019-06-07;9;2019-06-08
10373;2;125,57;43;53;2019-10-09;8;2019-10-10
12811;15;469,41;12;14;2020-11-21;5;2020-11-22
12729;12;433,8;45;92;2019-12-07;7;2019-12-08
14970;3;533,83;80;43;2019-02-25;4;2019-02-26
12529;20;222,81;10;124;2019-10-04;4;2019-10-05
11375;12;257,22;85;192;2021-01-31;3;2021-02-01
12086;1;325,64;73;101;2021-08-18;10;2021-08-19
11495;11;572,18;81;80;2018-12-16;2;2018-12-17
12336;5;504,28;62;33;2021-01-24;1;2021-01-25
10830;1;21,3;19;179;2019-02-11;7;2019-02-12
12173;9;40,97;41;76;2020-02-04;9;2020-02-05
10420;2;487,14;29;127;2020-03-03;4;2020-03-04
13972;16;296,1;13;65;2020-08-16;1;2020-08-17
10381;9;122,16;96;127;2019-12-19;4;2019-12-20
12740;0;466,27;27;55;2020-08-01;1;2020-08-02
14824;8;1207,47;84;72;2021-07-03;3;2021-07-04
11507;14;681,91;27;32;2018-12-28;10;2018-12-29
12478;16;1119,41;16;106;2020-04-15;8;2020-04-16
14433;11;745,02;14;180;2019-11-06;9;2019-11-07
14919;9;529,22;5;19;2019-11-28;9;2019-11-29
13397;20;1153,5;75;123;2021-06-23;5;2021-06-24
13076;5;1078,87;53;174;2021-05-26;4;2021-05-27
12730;0;1216,83;9;95;2020-11-02;1;2020-11-03
14907;12;572,18;92;170;2019-01-20;2;2019-01-21
11668;0;1040,48;24;149;2020-10-15;10;2020-10-16
13135;1;301,78;63;36;2019-10-07;10;2019-10-08
12114;14;593,38;53;2;2020-01-25;4;2020-01-26
11690;9;447,41;64;131;2021-10-20;7;2021-10-21
14312;3;335,59;90;119;2021-01-20;7;2021-01-21
12484;1;698,29;91;190;2021-01-07;5;2021-01-08
13742;13;1197,01;96;137;2021-10-02;7;2021-10-03
10539;1;661,4;100;177;2019-09-19;2;2019-09-20
14868;13;782,9;28;39;2021-02-08;6;2021-02-09
11052;16;148,61;80;105;2019-10-20;8;2019-10-21
11955;9;763,03;100;7;2019-04-23;1;2019-04-24
14302;19;876,1;3;109;2021-09-26;1;2021-09-27
11246;15;717,3;12;99;2020-01-10;2;2020-01-11
14659;10;1220,4;66;55;2019-06-21;10;2019-06-22
12185;7;1139,33;40;35;2021-10-19;7;2021-10-20
13083;5;289,48;38;119;2020-04-17;7;2020-04-18
13489;11;506,56;48;181;2021-10-13;1;2021-10-14
14002;5;15,44;28;45;2020-12-19;5;2020-12-20
12030;18;1069,97;10;130;2021-03-17;6;2021-03-18
14052;10;69,09;11;35;2019-04-12;10;2019-04-13
13901;4;1048,78;70;28;2020-09-06;8;2020-09-07
11624;16;117,32;90;181;2020-08-10;9;2020-08-11
13636;10;331,19;64;167;2020-06-27;6;2020-06-28
14815;6;1198,9;37;69;2019-11-25;4;2019-11-26
12059;12;321,91;45;170;2019-08-08;5;2019-08-09
13878;5;554,42;23;161;2021-09-02;9;2021-09-03
10880;0;410,59;94;20;2020-03-03;6;2020-03-04
12963;16;645,6;20;95;2019-01-07;9;2019-01-08
11482;7;767,28;21;33;2019-12-23;4;2019-12-24
11071;11;851,63;34;85;2021-09-09;3;2021-09-10
11566;16;310,24;23;114;2021-08-30;6;2021-08-31
12720;14;435,2;29;56;2020-02-08;6;2020-02-09
10335;7;407,07;4;39;2019-04-30;5;2019-05-01
11022;10;1005,08;97;190;2019-02-26;10;2019-02-27
13908;2;690,24;41;184;2019-01-29;8;2019-01-30
13964;2;726,54;11;84;2021-05-24;3;2021-05-25
13045;13;271,85;2;120;2021-04-20;5;2021-04-21
10184;8;1202,04;83;3;2021-12-09;1;2021-12-10
14174;4;1065,38;37;182;2020-08-10;8;2020-08-11
10354;18;495,02;2;15;2021-08-14;2;2021-08-15
13793;14;1091,19;49;21;2020-09-23;6;2020-09-24
13196;4;192,25;16;126;2019-04-10;3;2019-04-11
11479;7;83,22;59;62;2020-09-29;9;2020-09-30
11431;9;766,39;93;33;2019-12-07;5;2019-12-08
10883;8;1016,61;69;111;2019-08-11;2;2019-08-12
14800;14;1186,44;81;92;2020-05-26;3;2020-05-27
13782;16;820,43;95;54;2020-06-04;9;2020-06-05
12498;9;425,22;54;32;2019-12-04;9;2019-12-05
10315;1;1106,48;91;9;2021-11-04;4;2021-11-05
11075;9;669,12;94;140;2021-05-24;5;2021-05-25
13174;16;828,49;28;185;2020-03-26;1;2020-03-27
13772;5;185,99;26;166;2020-04-19;9;2020-04-20
13785;18;824,38;20;56;2019-09-25;8;2019-09-26
10032;19;42,09;65;26;2021-03-22;6;2021-03-23
12226;17;418,35;45;15;2019-06-13;1;2019-06-14
12132;17;73,06;50;28;2020-05-19;7;2020-05-20
12487;4;403,58;33;116;2020-05-26;1;2020-05-27
14721;20;137,02;69;68;2020-04-15;8;2020-04-16
13547;14;989,39;16;66;2020-12-21;9;2020-12-22
11649;19;899,02;43;199;2019-10-24;9;2019-10-25
11001;13;972,14;7;31;2019-09-17;7;2019-09-18
11263;16;966,15;99;177;2020-05-16;9;2020-05-17
14655;10;833,81;46;176;2021-02-20;3;2021-02-21
12840;6;428,48;11;156;2020-05-15;8;2020-05-16
11779;0;759,7;8;157;2019-05-20;5;2019-05-21
10084;19;189,96;48;14;2020-02-26;2;2020-02-27
11870;0;55,15;16;26;2020-09-08;10;2020-09-09
10936;14;1171,92;82;153;2020-04-09;3;2020-04-10
10653;7;415,6;27;76;2019-07-17;10;2019-07-18
13069;9;1242,99;62;184;2019-08-19;7;2019-08-20
10863;9;681,62;36;96;2021-08-08;4;2021-08-09
11382;5;940,54;95;103;2019-10-29;5;2019-10-30
11323;18;327,33;75;77;2019-11-11;2;2019-11-12
14566;17;1217,92;87;40;2019-01-20;8;2019-01-21
11171;6;750,56;62;17;2018-12-14;2;2018-12-15
11912;6;1034,11;78;125;2021-02-21;6;2021-02-22
11660;20;1070,38;28;184;2019-09-04;2;2019-09-05
11999;16;712,95;98;131;2020-04-27;7;2020-04-28
14244;1;968,2;31;155;2019-10-20;6;2019-10-21
12446;7;311,21;20;0;2020-07-24;9;2020-07-25
10605;10;728,2;21;153;2019-08-28;3;2019-08-29
13451;5;240,66;61;176;2019-08-23;2;2019-08-24
10417;3;247,32;32;155;2019-05-08;7;2019-05-09
13857;18;987,72;46;3;2021-10-16;2;2021-10-17
13706;10;150,76;84;25;2020-08-07;8;2020-08-08
13533;9;222,9;92;102;2019-04-19;4;2019-04-20
13357;20;573,84;28;139;2020-07-22;8;2020-07-23
12486;2;329,19;44;63;2020-01-18;7;2020-01-19
11980;20;557,75;45;106;2020-04-18;9;2020-04-19
13860;0;670,45;57;41;2019-01-26;5;2019-01-27
11847;3;541,87;89;125;2019-09-18;6;2019-09-19
10299;1;72,38;96;20;2020-09-19;10;2020-09-20
13081;20;576,86;31;105;2020-12-23;8;2020-12-24
13447;11;925,36;40;125;2021-09-23;5;2021-09-24
14191;0;941,14;53;167;2020-08-17;10;2020-08-18
10744;6;42,73;27;185;2021-10-14;2;2021-10-15
13957;4;933,78;99;159;2021-10-01;1;2021-10-02
12991;7;411,65;53;104;2020-01-25;7;2020-01-26
12688;11;354,25;66;0;2020-08-20;7;2020-08-21
11646;7;495,35;85;36;2020-01-26;9;2020-01-27
14246;6;135,26;32;143;2020-12-03;1;2020-12-04
11613;0;32,47;87;107;2019-06-18;9;2019-06-19
13042;16;521,63;32;38;2019-02-20;4;2019-02-21
11445;7;433,81;100;50;2020-07-24;4;2020-07-25
10053;13;129,42;45;70;2021-10-06;7;2021-10-07
10927;16;61,19;16;153;2020-06-04;3;2020-06-05
13785;13;678,76;15;154;2020-06-14;6;2020-06-15
12330;15;811,75;46;160;2021-01-07;9;2021-01-08
14962;17;741,27;58;40;2020-07-01;1;2020-07-02
12549;6;998,27;22;40;2020-09-15;1;2020-09-16
10728;17;22,03;83;187;2019-02-14;8;2019-02-15
14604;16;235,16;5;159;2021-11-07;2;2021-11-08
11627;3;457,97;28;10;2021-07-07;8;2021-07-08
10819;14;915,76;33;93;2021-09-25;1;2021-09-26
11534;11;1080,04;77;102;2020-11-27;10;2020-11-28
13866;19;507,26;52;17;2020-08-22;8;2020-08-23
12120;12;718,33;12;179;2019-08-09;9;2019-08-10
14691;15;1148,43;17;107;2021-05-25;8;2021-05-26
14062;2;336,41;75;113;2021-10-08;8;2021-10-09
13867;5;657,6;38;141;2019-02-04;4;2019-02-05
10764;1;392,66;16;160;2019-10-02;9;2019-10-03
11782;6;946,04;4;162;2019-12-29;2;2019-12-30
12544;14;970,89;64;120;2021-07-28;2;2021-07-29
12087;20;759,35;53;9;2019-11-09;4;2019-11-10
12689;18;346,5;79;9;2021-06-30;4;2021-07-01
14864;17;792,13;80;55;2020-10-06;8;2020-10-07
10347;11;330,81;41;10;2019-02-10;6;2019-02-11
13938;10;1191,99;98;12;2020-03-20;5;2020-03-21
11940;2;95,06;72;91;2021-09-10;9;2021-09-11
12846;1;874,69;2;174;2019-02-26;7;2019-02-27
12141;20;236,59;25;142;2021-09-28;9;2021-09-29
12362;4;800,37;28;89;2021-02-23;8;2021-02-24
10937;8;785,96;49;161;2021-08-28;3;2021-08-29
14648;17;741,36;60;7;2019-09-08;3;2019-09-09
13232;0;1075,36;75;91;2019-04-12;9;2019-04-13
13723;15;1050,56;31;172;2021-09-03;5;2021-09-04
12730;1;349,98;11;102;2019-07-06;8;2019-07-07
13106;19;847,22;96;131;2020-12-13;8;2020-12-14
11322;2;1033,24;76;48;2019-07-20;3;2019-07-21
14007;15;151,33;7;10;2019-11-14;5;2019-11-15
14761;13;1175,66;96;55;2020-09-28;1;2020-09-29
14097;11;1243,7;42;176;2021-10-24;2;2021-10-25
12023;0;465,63;92;61;2019-05-27;3;2019-05-28
12608;5;594,48;36;114;2019-06-29;10;2019-06-30
11258;4;447,53;45;56;2020-04-22;10;2020-04-23
10483;3;64,44;7;7;2021-01-12;5;2021-01-13
10966;16;590,59;30;105;2019-05-31;6;2019-06-01
13722;7;1049,32;16;188;2020-01-01;4;2020-01-02
12165;19;64,8;38;130;2020-11-08;8;2020-11-09
11497;5;903,08;95;139;2019-02-18;4;2019-02-19
10376;14;897,45;18;49;2020-12-11;5;2020-12-12
13778;20;344,51;62;57;2019-03-19;9;2019-03-20
12334;9;1200,85;80;126;2018-12-15;10;2018-12-16
10549;11;829,16;99;129;2018-12-19;2;2018-12-20
13272;12;837,59;68;189;2021-02-17;7;2021-02-18
10917;19;298,29;38;1;2020-12-13;6;2020-12-14
10687;14;27,46;67;21;2019-03-11;1;2019-03-12
13731;20;1012,14;42;88;2021-04-28;7;2021-04-29
14414;8;643,49;56;22;2021-07-05;6;2021-07-06
10773;14;969,91;16;46;2019-10-19;4;2019-10-20
12048;9;954,2;34;192;2020-11-17;9;2020-11-18
11367;3;99,64;32;192;2021-06-17;1;2021-06-18
12072;13;295,03;83;48;2021-06-29;3;2021-06-30
11302;0;438,3;92;60;2019-04-08;1;2019-04-09
